drug_name	gene_name
mianserin	HRH4
olsalazine	IFNG
cefazolin	IL15
donepezil	IL1B
minocycline	IL1B
cefazolin	IL2
propylthiouracil	IOD1
simvastatin	ITB2
caffeine	ITPR1
caffeine	ITPR2
caffeine	ITPR3
irbesartan	JUN
vinblastine	JUN
adapalene	JUN
baclofen	KCD12
baclofen	KCD16
amitriptyline	KCNA1
nifedipine	KCNA1
sevoflurane	KCNA1
isoflurane	KCNA1
promethazine	KCNA1
miconazole	KCNA1
desflurane	KCNA1
bupivacaine	KCNA5
diltiazem	KCNA5
flecainide	KCNA5
nifedipine	KCNA5
propafenone	KCNA5
quinidine	KCNA5
amiodarone	KCNA7
flecainide	KCNA7
quinidine	KCNA7
verapamil	KCNA7
amitriptyline	KCND2
disopyramide	KCND2
imipramine	KCND2
amitriptyline	KCND3
disopyramide	KCND3
imipramine	KCND3
nifedipine	KCND3
dofetilide	KCNH1
haloperidol	KCNH1
imipramine	KCNH1
quinidine	KCNH1
amiodarone	KCNH2
chlorpromazine	KCNH2
disopyramide	KCNH2
dofetilide	KCNH2
imipramine	KCNH2
pimozide	KCNH2
prazosin	KCNH2
propafenone	KCNH2
quinidine	KCNH2
sotalol	KCNH2
verapamil	KCNH2
fluvoxamine	KCNH2
erythromycin	KCNH2
phenytoin	KCNH2
amitriptyline	KCNH2
alfuzosin	KCNH2
loratadine	KCNH2
fluoxetine	KCNH2
ciprofloxacin	KCNH2
hydroxyzine	KCNH2
doxazosin	KCNH2
tamoxifen	KCNH2
ketoconazole	KCNH2
carvedilol	KCNH2
doxepin	KCNH2
nefazodone	KCNH2
terazosin	KCNH2
flecainide	KCNH2
clarithromycin	KCNH2
bepridil	KCNH2
quinidine	KCNH5
prazosin	KCNH6
terazosin	KCNH6
prazosin	KCNH7
terazosin	KCNH7
glimepiride	KCNJ1
minoxidil	KCNJ1
tolbutamide	KCNJ1
carvedilol	KCNJ2
atomoxetine	KCNJ3
carvedilol	KCNJ4
minoxidil	KCNJ8
tolbutamide	KCNJ8
quinidine	KCNK1
dofetilide	KCNK2
isoflurane	KCNK2
riluzole	KCNK2
sevoflurane	KCNK2
isoflurane	KCNK3
sevoflurane	KCNK3
quinidine	KCNK6
isoflurane	KCNK9
sevoflurane	KCNK9
isoflurane	KCNKA
riluzole	KCNKA
sevoflurane	KCNKA
isoflurane	KCNKI
sevoflurane	KCNKI
chlorzoxazone	KCNN4
clotrimazole	KCNN4
riluzole	KCNN4
indapamide	KCNQ1
bepridil	KCNQ1
amitriptyline	KCNQ2
diclofenac	KCNQ2
amitriptyline	KCNQ3
diclofenac	KCNQ3
gabapentin	KCNQ3
bepridil	KCNQ4
gabapentin	KCNQ5
baclofen	KCTD8
tranylcypromine	KDM1A
dasatinib	KIT
imatinib	KIT
sorafenib	KIT
mifepristone	KLK3
dasatinib	LCK
promethazine	LPAR4
gentamicin	LRP2
azelastine	LTC4S
morphine	LY96
dasatinib	LYN
estramustine	MAP1A
docetaxel	MAP4
paclitaxel	MAP4
haloperidol	MCHR1
isosorbide	MCL1
temozolomide	MGMT
hydroxocobalamin	MMAA
captopril	MMP2
fenofibrate	MMP25
doxycycline	MMP8
captopril	MMP9
minocycline	MMP9
chloroquine	MRGX1
everolimus	MTOR
temsirolimus	MTOR
pimecrolimus	MTOR
verapamil	NALCN
thalidomide	NFKB1
donepezil	NFKB2
tizanidine	NISCH
moxonidine	NISCH
doxorubicin	NOLC1
theophylline	NOMO1
donepezil	NOS1
ketamine	NOS1
dexamethasone	NOS2
minocycline	NOS2
miconazole	NOS2
miconazole	NOS3
phentermine	NPY
econazole	NPY1R
econazole	NPY2R
melatonin	NQO2
dexamethasone	NR0B1
clotrimazole	NR1I2
docetaxel	NR1I2
erlotinib	NR1I2
estradiol	NR1I2
lovastatin	NR1I2
mifepristone	NR1I2
nifedipine	NR1I2
paclitaxel	NR1I2
phenytoin	NR1I2
pentobarbital	NR1I2
spironolactone	NR1I2
flutamide	NR1I2
ritonavir	NR1I2
cyclophosphamide	NR1I2
carbamazepine	NR1I2
tamoxifen	NR1I2
warfarin	NR1I2
ketoconazole	NR1I2
fenofibrate	NR1I2
rifampicin	NR1I2
clonazepam	NR1I2
miconazole	NR1I2
econazole	NR1I2
phenobarbital	NR1I2
ifosfamide	NR1I2
rifaximin	NR1I2
dexamethasone	NR1I2
bezafibrate	NR1I2
clotrimazole	NR1I3
loperamide	NR1I3
ketoconazole	NR1I3
atorvastatin	NR1I3
dasatinib	NR4A3
amitriptyline	NTRK1
imatinib	NTRK1
amitriptyline	NTRK2
ivermectin	P2RX7
hydralazine	P4HA1
adenosine	P4K2A
azithromycin	PADI4
tetracycline	PADI4
streptomycin	PADI4
probenecid	PANX1
theophylline	PARP1
indomethacin	PCFT
sulfasalazine	PCFT
caffeine	PDE1A
dipyridamole	PDE1A
pentoxifylline	PDE1A
nicardipine	PDE1A
felodipine	PDE1A
bepridil	PDE1A
caffeine	PDE1B
dipyridamole	PDE1B
pentoxifylline	PDE1B
nicardipine	PDE1B
felodipine	PDE1B
bepridil	PDE1B
caffeine	PDE1C
dipyridamole	PDE1C
pentoxifylline	PDE1C
caffeine	PDE2A
dipyridamole	PDE2A
milrinone	PDE2A
pentoxifylline	PDE2A
aminophylline	PDE3A
anagrelide	PDE3A
caffeine	PDE3A
dipyridamole	PDE3A
milrinone	PDE3A
pentoxifylline	PDE3A
theophylline	PDE3A
aminophylline	PDE3B
caffeine	PDE3B
dipyridamole	PDE3B
milrinone	PDE3B
pentoxifylline	PDE3B
aminophylline	PDE4A
caffeine	PDE4A
dipyridamole	PDE4A
dyphylline	PDE4A
pentoxifylline	PDE4A
theophylline	PDE4A
iloprost	PDE4A
aminophylline	PDE4B
caffeine	PDE4B
dipyridamole	PDE4B
pentoxifylline	PDE4B
theophylline	PDE4B
dyphylline	PDE4B
iloprost	PDE4B
aminophylline	PDE4C
caffeine	PDE4C
dipyridamole	PDE4C
pentoxifylline	PDE4C
dyphylline	PDE4C
iloprost	PDE4C
aminophylline	PDE4D
caffeine	PDE4D
dipyridamole	PDE4D
pentoxifylline	PDE4D
dyphylline	PDE4D
iloprost	PDE4D
aminophylline	PDE5A
caffeine	PDE5A
dipyridamole	PDE5A
milrinone	PDE5A
pentoxifylline	PDE5A
sildenafil	PDE5A
tadalafil	PDE5A
vardenafil	PDE5A
theophylline	PDE5A
caffeine	PDE6A
dipyridamole	PDE6A
pentoxifylline	PDE6A
caffeine	PDE6B
dipyridamole	PDE6B
pentoxifylline	PDE6B
caffeine	PDE6C
dipyridamole	PDE6C
pentoxifylline	PDE6C
caffeine	PDE7A
dipyridamole	PDE7A
pentoxifylline	PDE7A
caffeine	PDE7B
dipyridamole	PDE7B
pentoxifylline	PDE7B
caffeine	PDE8A
dipyridamole	PDE8A
pentoxifylline	PDE8A
caffeine	PDE8B
dipyridamole	PDE8B
pentoxifylline	PDE8B
caffeine	PDE9A
dipyridamole	PDE9A
pentoxifylline	PDE9A
celecoxib	PDPK1
pyridoxine	PDXK
capsaicin	PHB2
amiloride	PK2L1
amiloride	PKD2
cefazolin	PON1
bezafibrate	PPARA
fenofibrate	PPARA
gemfibrozil	PPARA
indomethacin	PPARA
troglitazone	PPARA
rosiglitazone	PPARA
ibuprofen	PPARA
amiodarone	PPARA
bezafibrate	PPARD
treprostinil	PPARD
troglitazone	PPARD
rosiglitazone	PPARD
sulindac	PPARD
balsalazide	PPARG
bezafibrate	PPARG
diclofenac	PPARG
glipizide	PPARG
indomethacin	PPARG
nateglinide	PPARG
pioglitazone	PPARG
repaglinide	PPARG
rosiglitazone	PPARG
sulfasalazine	PPARG
telmisartan	PPARG
troglitazone	PPARG
ibuprofen	PPARG
amiodarone	PPARG
auranofin	PRDX5
caffeine	PRKDC
bortezomib	PSB11
bortezomib	PSMD1
indomethacin	PTGR2
ephedrine	Q99870
norepinephrine	Q99870
tetrabenazine	Q99870
amphetamine	Q99870
haloperidol	Q99870
dopamine	Q99870
azathioprine	RAC1
sorafenib	RAF1
acitretin	RARA
adapalene	RARA
tazarotene	RARA
acitretin	RARB
adapalene	RARB
tazarotene	RARB
acitretin	RARG
adapalene	RARG
tazarotene	RARG
dipyridamole	RCAN1
theophylline	RIC3
melatonin	RORB
acitretin	RXRA
adapalene	RXRA
bexarotene	RXRA
rosiglitazone	RXRA
etodolac	RXRA
bezafibrate	RXRA
acitretin	RXRB
adapalene	RXRB
bexarotene	RXRB
tazarotene	RXRB
rosiglitazone	RXRB
bezafibrate	RXRB
acitretin	RXRG
adapalene	RXRG
bexarotene	RXRG
rosiglitazone	RXRG
bezafibrate	RXRG
caffeine	RYR1
dantrolene	RYR1
caffeine	RYR2
flecainide	RYR2
caffeine	RYR3
dantrolene	RYR3
olopatadine	S100B
thiamine	S19A2
thiamine	S19A3
cimetidine	S47A1
pyrimethamine	S47A1
cimetidine	S47A2
ketoprofen	SC5A8
alfuzosin	SCN1A
carbamazepine	SCN1A
lamotrigine	SCN1A
levetiracetam	SCN1A
oxcarbazepine	SCN1A
phenytoin	SCN1A
primidone	SCN1A
riluzole	SCN1A
topiramate	SCN1A
zonisamide	SCN1A
ranolazine	SCN1A
promethazine	SCN1A
nitrazepam	SCN1A
zonisamide	SCN1B
phenytoin	SCN1B
alfuzosin	SCN2A
carbamazepine	SCN2A
lamotrigine	SCN2A
oxcarbazepine	SCN2A
phenytoin	SCN2A
primidone	SCN2A
riluzole	SCN2A
topiramate	SCN2A
zonisamide	SCN2A
tramadol	SCN2A
zonisamide	SCN2B
alfuzosin	SCN3A
carbamazepine	SCN3A
lamotrigine	SCN3A
oxcarbazepine	SCN3A
phenytoin	SCN3A
primidone	SCN3A
riluzole	SCN3A
topiramate	SCN3A
zonisamide	SCN3A
lacosamide	SCN3A
zonisamide	SCN3B
alfuzosin	SCN4A
carbamazepine	SCN4A
diclofenac	SCN4A
lamotrigine	SCN4A
mexiletine	SCN4A
oxcarbazepine	SCN4A
phenytoin	SCN4A
primidone	SCN4A
riluzole	SCN4A
topiramate	SCN4A
zonisamide	SCN4A
lidocaine	SCN4A
flecainide	SCN4A
zonisamide	SCN4B
alfuzosin	SCN5A
benzonatate	SCN5A
carbamazepine	SCN5A
disopyramide	SCN5A
flecainide	SCN5A
fosphenytoin	SCN5A
lamotrigine	SCN5A
lidocaine	SCN5A
mexiletine	SCN5A
oxcarbazepine	SCN5A
phenytoin	SCN5A
primidone	SCN5A
quinidine	SCN5A
riluzole	SCN5A
topiramate	SCN5A
verapamil	SCN5A
zonisamide	SCN5A
propafenone	SCN5A
alfuzosin	SCN7A
carbamazepine	SCN7A
lamotrigine	SCN7A
oxcarbazepine	SCN7A
phenytoin	SCN7A
primidone	SCN7A
riluzole	SCN7A
topiramate	SCN7A
zonisamide	SCN7A
alfuzosin	SCN8A
carbamazepine	SCN8A
lamotrigine	SCN8A
oxcarbazepine	SCN8A
phenytoin	SCN8A
primidone	SCN8A
riluzole	SCN8A
topiramate	SCN8A
zonisamide	SCN8A
alfuzosin	SCN9A
carbamazepine	SCN9A
lamotrigine	SCN9A
lidocaine	SCN9A
oxcarbazepine	SCN9A
phenytoin	SCN9A
primidone	SCN9A
ranolazine	SCN9A
riluzole	SCN9A
topiramate	SCN9A
zonisamide	SCN9A
lacosamide	SCN9A
perindopril	SFRP4
spironolactone	SHBG
levonorgestrel	SHBG
progesterone	SHBG
toremifene	SHBG
tamoxifen	SHBG
fluocinonide	SMO
probenecid	SO1C1
ezetimibe	SOAT1
dasatinib	SRC
dasatinib	SRMS
acitretin	STAT3
levetiracetam	SV2A
amphetamine	TAAR1
colchicine	TBA3D
docetaxel	TBA3D
paclitaxel	TBA3D
vinorelbine	TBA3D
colchicine	TBB8
docetaxel	TBB8
paclitaxel	TBB8
vinorelbine	TBB8
zidovudine	TERT
raloxifene	TFF1
terazosin	TGFB1
adapalene	TLR2
naloxone	TLR4
paclitaxel	TLR4
cyclobenzaprine	TLR4
hydroxychloroquine	TLR7
imiquimod	TLR7
imiquimod	TLR8
hydroxychloroquine	TLR9
chloroquine	TLR9
trifluoperazine	TNNC1
felodipine	TNNC1
bepridil	TNNC1
felodipine	TNNC2
irinotecan	TOP1
topotecan	TOP1
ciprofloxacin	TOP2A
dexrazoxane	TOP2A
doxorubicin	TOP2A
etoposide	TOP2A
idarubicin	TOP2A
mitoxantrone	TOP2A
moxifloxacin	TOP2A
norfloxacin	TOP2A
ofloxacin	TOP2A
dexrazoxane	TOP2B
etoposide	TOP2B
thiamine	TPK1
olsalazine	TPMT
auranofin	TRPA1
nicotine	TRPA1
chlorpromazine	TRPC5
progesterone	TRPC5
rosiglitazone	TRPC5
amiloride	TRPC7
adenosine	TRPM4
clotrimazole	TRPM4
clotrimazole	TRPM8
capsaicin	TRPV1
tramadol	TRPV1
acetaminophen	TRPV1
amiloride	TRPV2
econazole	TRPV5
miconazole	TRPV5
theophylline	TTLL3
carvedilol	VCAM1
calcipotriol	VDR
doxercalciferol	VDR
paricalcitol	VDR
minocycline	VEGFA
gliclazide	VEGFA
carvedilol	VEGFA
vigabatrin	VIAAT
allopurinol	XDH
cisplatin	XIAP
acamprosate	GBRA1
acamprosate	GBRA2
acamprosate	GBRA3
acamprosate	GBRA4
acamprosate	GBRA5
acamprosate	GBRA6
acamprosate	GBRB1
acamprosate	GBRB2
acamprosate	GBRB3
acamprosate	GBRD
acamprosate	GBRE
acamprosate	GBRG1
acamprosate	GBRG2
acamprosate	GBRG3
acamprosate	GBRP
acamprosate	GBRT
acamprosate	NMDZ1
acamprosate	NMDE1
acamprosate	NMDE2
acamprosate	NMDE3
acamprosate	NMDE4
acamprosate	NMD3A
acamprosate	NMD3B
acarbose	AMYP
acarbose	MGA
acenocoumarol	VKOR1
acetazolamide	CAH1
acetazolamide	CAH12
acetazolamide	CAH14
acetazolamide	CAH2
acetazolamide	CAH3
acetazolamide	CAH4
acetazolamide	CAH7
acitretin	RET1
acyclovir	PNPH
adenosine	AA1R
adenosine	AA2AR
adenosine	AA2BR
adenosine	AA3R
adenosine	P4K2B
albendazole	TBA1A
albendazole	TBB5
albendazole	TBB4B
alfuzosin	ADA1A
alfuzosin	ADA1B
alfuzosin	ADA1D
alfuzosin	SCNAA
alfuzosin	SCNBA
almotriptan	5HT1B
almotriptan	5HT1D
alosetron	5HT3A
amantadine	NMDE1
amantadine	NMDE2
amantadine	NMDE3
amantadine	NMDE4
amantadine	NMD3A
amifostine	PPBN
amiloride	UROK
amiloride	SCNNA
amiloride	SCNNB
amiloride	SCNND
amiloride	SCNNG
amiloride	SL9A1
aminophylline	AA1R
aminophylline	AA2AR
aminophylline	AA2BR
aminophylline	AA3R
amiodarone	CAC1H
amiodarone	CA2D2
amitriptyline	ADA1A
amitriptyline	ADA1B
amitriptyline	ADA1D
amitriptyline	ADA2A
amitriptyline	ACM1
amitriptyline	ACM2
amitriptyline	ACM3
amitriptyline	ACM4
amitriptyline	ACM5
amitriptyline	5HT1A
amitriptyline	5HT1B
amitriptyline	5HT1D
amitriptyline	5HT2A
amitriptyline	5HT2C
amitriptyline	5HT6R
amitriptyline	5HT7R
amitriptyline	OPRD
amitriptyline	OPRK
amitriptyline	OPRM
amitriptyline	SGMR1
amitriptyline	SC6A2
amitriptyline	SC6A4
amlodipine	CAC1C
amlodipine	CAC1D
amlodipine	CAC1F
amlodipine	CAC1S
amlodipine	CA2D1
amoxapine	ADA1A
amoxapine	ADA1B
amoxapine	ADA1D
amoxapine	ADA2A
amoxapine	ADA2B
amoxapine	ADA2C
amoxapine	ACM1
amoxapine	ACM2
amoxapine	ACM3
amoxapine	ACM4
amoxapine	ACM5
amoxapine	GBRA1
amoxapine	GBRA2
amoxapine	GBRA3
amoxapine	GBRA4
amoxapine	GBRA5
amoxapine	GBRA6
amoxapine	GBRB1
amoxapine	GBRB2
amoxapine	GBRB3
amoxapine	GBRD
amoxapine	GBRE
amoxapine	GBRG1
amoxapine	GBRG2
amoxapine	GBRG3
amoxapine	GBRP
amoxapine	GBRT
amoxapine	5HT1A
amoxapine	5HT1B
