drug_name	gene_name
ammonium-glycyrrhizinate	SLCO1B3
ammonium-lactate	HCAR1
ammonium-perfluorocaprylate	PIM1
AMN-082	GRM7
amodiaquine	HNMT
amonafide	TOP2A
amonafide	TOP2B
amoxapine	ADRA1A
amoxapine	ADRA1B
amoxapine	ADRA1D
amoxapine	ADRA2A
amoxapine	ADRA2B
amoxapine	ADRA2C
amoxapine	CHRM1
amoxapine	CHRM2
amoxapine	CHRM3
amoxapine	CHRM4
amoxapine	CHRM5
amoxapine	DRD1
amoxapine	DRD2
amoxapine	DRD3
amoxapine	DRD4
amoxapine	DRD5
amoxapine	GABRA1
amoxapine	GABRA2
amoxapine	GABRA3
amoxapine	GABRA4
amoxapine	GABRA5
amoxapine	GABRA6
amoxapine	GABRB1
amoxapine	GABRB2
amoxapine	GABRB3
amoxapine	GABRD
amoxapine	GABRE
amoxapine	GABRG1
amoxapine	GABRG2
amoxapine	GABRG3
amoxapine	GABRP
amoxapine	GABRQ
amoxapine	HRH1
amoxapine	HRH4
amoxapine	HTR1A
amoxapine	HTR1B
amoxapine	HTR2A
amoxapine	HTR2B
amoxapine	HTR2C
amoxapine	HTR3A
amoxapine	HTR6
amoxapine	HTR7
amoxapine	SLC6A2
amoxapine	SLC6A3
amoxapine	SLC6A4
amoxicillin	CYP2C19
amoxicillin	SLC15A1
amoxicillin	SLC15A2
amoxicillin	SLC22A6
AMPA-(RS)	GRIN1
AMPA-(S)	GRIA2
AMPA-(S)	GRIN1
ampalex	GRIA1
ampalex	GRIA2
ampalex	GRIA3
ampalex	GRIA4
amperozide	FAAH
amperozide	HTR2A
ampiroxicam	PTGS1
ampiroxicam	PTGS2
amrinone	PDE3A
amrinone	PDE3B
amrinone	PDE4B
amrinone	TNF
amrubicin	TOP2A
amrubicin	TOP2B
amsacrine	KCNH2
amsacrine	TOP2A
amthamine	HRH2
amtolmetin-guacil	PTGS1
amtolmetin-guacil	PTGS2
amuvatinib	KIT
amuvatinib	MET
amygdalin	CASP3
AM679	ALOX5AP
AM679	CNR1
AM679	CNR2
ANA-12	NTRK2
anacetrapib	CETP
anagliptin	DPP4
anagrelide	PDE3A
anamorelin	GHSR
anandamide	CACNA1G
anandamide	CACNA1H
anandamide	CACNA1I
anandamide	CNR1
anandamide	CNR2
anandamide	GLRA1
anandamide	GPR18
anandamide	GPR55
anandamide	KCNA2
anandamide	KCNK3
anandamide	KCNK9
anandamide	TRPM8
anandamide	TRPV1
anastrozole	CYP19A1
andarine	AR
andrographolide	IL1B
andrographolide	IL6
andrographolide	NFKB1
andrographolide	NFKB2
andrographolide	TNF
anguidine	SLC5A1
aniracetam	DRD2
aniracetam	GRIA1
aniracetam	GRIA2
aniracetam	GRIA3
aniracetam	GRIA4
aniracetam	HTR2A
anisindione	GGCX
anisodamine	ADRA1A
anisomycin	NHP2L1
anisomycin	RPL10L
anisomycin	RPL11
anisomycin	RPL13A
anisomycin	RPL15
anisomycin	RPL19
anisomycin	RPL23
anisomycin	RPL23A
anisomycin	RPL26L1
anisomycin	RPL3
anisomycin	RPL37
anisomycin	RPL8
anisomycin	RSL24D1
anlotinib	KDR
anlotinib	PDGFRB
anpirtoline	HTR1B
ANR-94	ADORA2A
antagonist-g	MAPK8
antalarmin	CRHR1
antazoline	HRH1
anthraquinone	CDC25B
antimycin-A	CYCS
AP-18	TRPA1
apabetalone	BRD3
apafant	PTAFR
apatinib	CSK
apatinib	KDR
apatinib	KIT
apatinib	RET
APC-100	AR
APcK-110	KIT
APcK-110	STAT3
APD597	GPR119
APD668	GPR119
API-001	SIGMAR1
API-1	AKT1
API-1	AKT2
API-1	AKT3
apigenin	AKR1B1
apigenin	AR
apigenin	CDK6
apigenin	CFTR
apigenin	CYP19A1
apigenin	CYP1B1
apigenin	HSD17B1
apixaban	F10
apocynin	NOX4
apoptosis-activator-II	BCHE
apoptosis-activator-II	CES1
APR-246	TP53
apraclonidine	ADRA1A
apraclonidine	ADRA2A
apraclonidine	ADRA2B
apraclonidine	ADRA2C
apratastat	ADAM17
apratastat	MMP1
apratastat	MMP13
apratastat	MMP9
apremilast	PDE4A
apremilast	PDE4B
apremilast	PDE4C
apremilast	PDE4D
aprepitant	TACR1
aprindine	CALM1
aprindine	SCN5A
aptiganel	GRIN1
APTO-253	KLF4
APY-29	ERN1
APY0201	IL12A
APY0201	IL12B
APY0201	PIKFYVE
AP1903	MTOR
AP26113	ALK
AP26113	EGFR
AQ-RA741	CHRM2
AR-A014418	GSK3B
AR-C155858	SLC16A1
AR-C155858	SLC16A7
AR-12	PDPK1
AR-42	HDAC1
arachidonic-acid	CLCN2
arachidonic-acid	KCNJ4
arachidonic-acid	KCNK10
arachidonic-acid	KCNK18
arachidonic-acid	KCNK2
arachidonic-acid	PRKCZ
arachidonic-acid	PTGS1
arachidonic-acid	TRPC6
arachidonic-acid	TRPM2
arbidol	CYP3A4
arbutin	TYR
ARC-239	ADRA2A
ARC-239	ADRA2B
ARC-239	ADRA2C
arctigenin	CHUK
arctigenin	MAP2K1
arcyriaflavin-a	CCND1
arcyriaflavin-a	CDK4
ardeparin	SERPIND1
arecaidine-but-2-ynyl-ester	CHRM2
arecaidine-propargyl-ester	CHRM1
arecaidine-propargyl-ester	CHRM2
arecaidine-propargyl-ester	CHRM3
arecaidine-propargyl-ester	CHRM4
arecoline	CHRM1
arecoline	CHRM2
arecoline	CHRM3
arecoline	CHRM4
argatroban	F2
arglabin	FNTA
arglabin	NFKB1
aripiprazole	ADRA1A
aripiprazole	ADRA1B
aripiprazole	ADRA2A
aripiprazole	ADRA2B
aripiprazole	ADRA2C
aripiprazole	CHRM1
aripiprazole	CHRM2
aripiprazole	CHRM3
aripiprazole	CHRM4
aripiprazole	CHRM5
aripiprazole	DRD1
aripiprazole	DRD2
aripiprazole	DRD3
aripiprazole	DRD4
aripiprazole	DRD5
aripiprazole	HRH1
aripiprazole	HTR1A
aripiprazole	HTR1B
aripiprazole	HTR1D
aripiprazole	HTR1E
aripiprazole	HTR2A
aripiprazole	HTR2C
aripiprazole	HTR3A
aripiprazole	HTR6
aripiprazole	HTR7
arofylline	PDE4A
arotinolol	ADRB3
ARQ-092	AKT2
ARQ-621	KIF11
ARRY-334543	ERBB2
arsanilic-acid	LYZ
arsenic-trioxide	AKT1
arsenic-trioxide	CCND1
arsenic-trioxide	IKBKB
arsenic-trioxide	JUN
arsenic-trioxide	MAPK1
arsenic-trioxide	MAPK3
arsenic-trioxide	TXNRD1
artemether	ATP1A1
artemisinin	CYP2B6
arundic-acid	PTGS2
arundic-acid	S100B
ARV-825	BRD4
AS-1269574	GPR119
AS-1892802	ROCK1
AS-1949490	INPP5D
AS-2034178	FFAR1
AS-2444697	IRAK4
AS-252424	PIK3CG
AS-604850	PIK3CA
AS-604850	PIK3CG
AS-703026	MAP2K1
AS-703026	MAP2K2
AS-77	KCNA3
AS-77	KCNA5
AS-77	KCNN4
asaraldehyde	PTGS2
ASC-J9	AR
ascomycin	FKBP1A
ascorbic-acid	SLC23A1
ascorbic-acid	SLC23A2
asenapine	DRD2
asenapine	HRH1
asenapine	HTR1A
asenapine	HTR1B
asenapine	HTR1D
asenapine	HTR1E
asenapine	HTR2A
asiatic-acid	PYGM
asimadoline	OPRK1
ASP-2535	SLC6A9
aspartame	TAS1R2
aspartame	TRPV1
aspirin	AKR1C1
aspirin	ASIC3
aspirin	EDNRA
aspirin	HSPA5
aspirin	IKBKB
aspirin	NFKB1
aspirin	NFKB2
aspirin	NFKBIA
aspirin	PRKAA1
aspirin	PRKAA2
aspirin	PRKAB1
aspirin	PRKAB2
aspirin	PRKAG1
aspirin	PRKAG2
aspirin	PRKAG3
aspirin	PTGS1
aspirin	PTGS2
aspirin	RPS6KA3
aspirin	TP53
ASP3026	ALK
AST-1306	EGFR
AST-1306	ERBB2
astemizole	HRH1
astemizole	KCNH1
astemizole	KCNH2
asymmetrical-dimethylarginine	NOS2
asymmetrical-dimethylarginine	NOS3
AT-1015	HTR2A
AT-7519	CDK1
AT-7519	CDK2
AT-7519	CDK4
AT-7519	CDK5
AT-7519	CDK6
AT-7519	CDK9
AT-9283	AURKA
AT-9283	AURKB
AT-9283	JAK2
AT-9283	JAK3
AT-9283	RPS6KA6
AT-9283	STK17A
ataluren	DMD
ATB-346	PTGER2
atenolol-(+/-)	ADRB1
atenolol-(+/-)	ADRB2
atenolol-(+/-)	LTF
atenolol-(+/-)	PLA2G2E
atiprimod	JAK2
atiprimod	STAT3
atizoram	PDE4A
atizoram	PDE4B
atizoram	PDE4C
atizoram	PDE4D
ATN-161	ITGA5
ATN-161	ITGAV
ATN-161	ITGB1
ATN-161	ITGB3
atomoxetine	GRIN1
atomoxetine	GRIN2A
atomoxetine	GRIN2B
atomoxetine	GRIN2C
atomoxetine	GRIN2D
atomoxetine	GRIN3A
atomoxetine	GRIN3B
atomoxetine	SLC6A2
atomoxetine	SLC6A3
atomoxetine	SLC6A4
atorvastatin	AHR
atorvastatin	DPP4
atorvastatin	HMGCR
atosiban	AVPR1A
atosiban	AVPR1B
atosiban	AVPR2
atosiban	OXTR
ATPA	GRIK1
atrasentan	EDNRA
atropine	CHRM1
atropine	CHRM2
atropine	CHRM3
atropine-oxide	CHRM1
atropine-oxide	CHRM2
atropine-oxide	CHRM3
atropine-oxide	CHRM4
atropine-oxide	CHRM5
AT13148	AKT1
AT13148	AKT2
AT13148	AKT3
AT13148	ROCK1
AT13148	ROCK2
AT13148	SGK3
AT13387	HSP90AA1
AT7867	AKT2
AT7867	GSK3B
AT7867	PKIA
AT7867	PRKACA
auranofin	IKBKB
auranofin	PRDX5
auranofin	TRPA1
aurora-a-inhibitor-i	AURKA
aurothioglucose	PRKCI
autotaxin-modulator-1	ENPP2
AV-412	EGFR
AV-412	ERBB2
AV-608	TACR1
avagacestat	PSEN1
avanafil	PDE5A
avasimibe	CES1
avatrombopag	MPL
AVE-0991	MRGPRX1
AVL-292	BTK
AVL-292	YES1
AVN-944	IMPDH1
AVN-944	IMPDH2
axitinib	CSF1
axitinib	FLT1
axitinib	FLT4
axitinib	KDR
axitinib	PLK4
AZ-10417808	CASP3
AZ-10606120	P2RX7
AZ-12080282	DHH
AZ-628	BRAF
AZ-628	RAF1
