drug_name	gene_name
bumetanide	GPR35
bumetanide	S12A1
bumetanide	S12A2
bumetanide	S12A4
bumetanide	S12A5
bupivacaine	KCNA5
bupivacaine	SCNAA
bupropion	SC6A2
bupropion	SC6A3
buspirone	DRD2
buspirone	5HT1A
cabergoline	ADA1A
cabergoline	ADA1B
cabergoline	ADA1D
cabergoline	ADA2A
cabergoline	ADA2B
cabergoline	ADA2C
cabergoline	ADRB1
cabergoline	ADRB2
cabergoline	DRD1
cabergoline	DRD2
cabergoline	DRD3
cabergoline	DRD4
cabergoline	DRD5
cabergoline	5HT1A
cabergoline	5HT1B
cabergoline	5HT1D
cabergoline	5HT2A
cabergoline	5HT2B
cabergoline	5HT2C
cabergoline	5HT7R
caffeine	AA1R
caffeine	AA2AR
caffeine	AA2BR
caffeine	AA3R
caffeine	ATM
caffeine	ITPR1
caffeine	ITPR2
caffeine	ITPR3
caffeine	PDE10
caffeine	PDE11
caffeine	PDE1A
caffeine	PDE1B
caffeine	PDE1C
caffeine	PDE2A
caffeine	PDE3A
caffeine	PDE3B
caffeine	PDE4A
caffeine	PDE4B
caffeine	PDE4C
caffeine	PDE4D
caffeine	PDE5A
caffeine	PDE6A
caffeine	PDE6B
caffeine	PDE6C
caffeine	PDE7A
caffeine	PDE7B
caffeine	PDE8A
caffeine	PDE8B
caffeine	PDE9A
caffeine	PK3CA
caffeine	PK3CB
caffeine	PK3CD
caffeine	PRKDC
caffeine	RYR1
caffeine	RYR2
caffeine	RYR3
calcipotriol	VDR
candesartan	AGTR1
capecitabine	TYSY
capsaicin	CFTR
capsaicin	TRPV1
captopril	ACE
captopril	LKHA4
captopril	MMP2
captopril	MMP9
carbamazepine	SCNAA
carbamazepine	SCNBA
carbamazepine	SCN1A
carbamazepine	SCN2A
carbamazepine	SCN3A
carbamazepine	SCN4A
carbamazepine	SCN5A
carbamazepine	SCN7A
carbamazepine	SCN8A
carbamazepine	SCN9A
carbimazole	PERT
carteolol	ADRB1
carteolol	ADRB2
carteolol	ADRB3
carvedilol	ADRB1
carvedilol	ADRB2
carvedilol	ADRB3
cefadroxil	S15A1
cefadroxil	S15A2
cefadroxil	S22A6
cefadroxil	S22A8
cefazolin	PON1
cefdinir	PERM
celecoxib	CAH12
celecoxib	PDPK1
celecoxib	PGH2
celiprolol	ADA2A
celiprolol	ADRB1
celiprolol	ADRB2
cetirizine	HRH1
chloramphenicol	DAF
chloroquine	MRGPRX1
chlorpromazine	ADA1A
chlorpromazine	ADA1B
chlorpromazine	ADA1D
chlorpromazine	ADA2A
chlorpromazine	ADA2B
chlorpromazine	ADA2C
chlorpromazine	CALM
chlorpromazine	ACM1
chlorpromazine	ACM3
chlorpromazine	DRD1
chlorpromazine	DRD2
chlorpromazine	DRD3
chlorpromazine	DRD4
chlorpromazine	DRD5
chlorpromazine	HRH1
chlorpromazine	HRH4
chlorpromazine	5HT1A
chlorpromazine	5HT2A
chlorpromazine	5HT2B
chlorpromazine	5HT2C
chlorpromazine	5HT6R
chlorpromazine	5HT7R
chlorpromazine	KCNH2
chlorpromazine	A1AG1
chlorpromazine	A1AG2
chlorpromazine	ASM
chlorpromazine	TRPC5
chlorpropamide	ABCC8
chlorpropamide	KCJ10
chlorthalidone	CAH1
chlorthalidone	CAH12
chlorthalidone	CAH14
chlorthalidone	CAH2
chlorthalidone	CAH4
chlorthalidone	CAH7
chlorthalidone	S12A1
chlorzoxazone	KCMA1
chlorzoxazone	KCNN4
ciclesonide	GCR
ciclesonide	CBG
ciclopirox	AT1A1
cilazapril	ACE
cimetidine	HRH2
cimetidine	S29A4
cimetidine	SLC47A1
cimetidine	SLC47A2
cinacalcet	CASR
ciprofloxacin	TOP2A
cisatracurium	ACHA2
cisplatin	XIAP
citalopram	ADA1A
citalopram	ACM1
citalopram	HRH1
citalopram	SC6A2
citalopram	SC6A3
citalopram	SC6A4
clarithromycin	CP3A4
clemastine	HRH1
clofarabine	DPOLA
clofarabine	POLD1
clofarabine	DPOE1
clofarabine	RIR1
clofarabine	RIR2
clofarabine	RIR2B
clomipramine	GSTP1
clomipramine	5HT2A
clomipramine	5HT2B
clomipramine	5HT2C
clomipramine	SC6A2
clomipramine	SC6A3
clomipramine	SC6A4
clonidine	ADA1A
clonidine	ADA1B
clonidine	ADA1D
clonidine	ADA2A
clonidine	ADA2B
clonidine	ADA2C
clopidogrel	P2Y12
clotrimazole	CP3A4
clotrimazole	KCNN4
clotrimazole	NR1I2
clotrimazole	NR1I3
clotrimazole	TRPM2
clotrimazole	TRPM4
clotrimazole	TRPM8
clozapine	ADA1A
clozapine	ADA1B
clozapine	ADA1D
clozapine	ADA2A
clozapine	ADA2B
clozapine	ADA2C
clozapine	CALY
clozapine	ACM1
clozapine	ACM2
clozapine	ACM3
clozapine	ACM4
clozapine	ACM5
clozapine	DRD1
clozapine	DRD2
clozapine	DRD3
clozapine	DRD4
clozapine	DRD5
clozapine	HRH1
clozapine	HRH4
clozapine	5HT1A
clozapine	5HT1B
clozapine	5HT1D
clozapine	5HT1E
clozapine	5HT1F
clozapine	5HT2A
clozapine	5HT2B
clozapine	5HT2C
clozapine	5HT3A
clozapine	5HT5A
clozapine	5HT6R
clozapine	5HT7R
colchicine	GLRA1
colchicine	GLRA2
colchicine	TBA1A
colchicine	TBA1B
colchicine	TBA1C
colchicine	TBA3C
colchicine	TUBA3D
colchicine	TBA3E
colchicine	TBA4A
colchicine	TBB5
colchicine	TBB1
colchicine	TBB2A
colchicine	TBB2B
colchicine	TBB3
colchicine	TBB4A
colchicine	TBB4B
colchicine	TBB6
colchicine	TUBB8
cortisone	GCR
cyclobenzaprine	5HT2A
cyclophosphamide	CP2A6
cyclophosphamide	CP2B6
cyclophosphamide	CP2CI
cyclophosphamide	CP2CJ
cyclophosphamide	CP2C8
cyclophosphamide	CP2C9
cyclophosphamide	CP2D6
cyclophosphamide	CP3A4
cyclophosphamide	CP3A5
cyclophosphamide	CP3A7
cyproheptadine	ADA1A
cyproheptadine	ADA1B
cyproheptadine	ADA1D
cyproheptadine	ACM1
cyproheptadine	ACM2
cyproheptadine	ACM3
cyproheptadine	HRH1
cyproheptadine	5HT2A
cyproheptadine	5HT2C
cyproheptadine	5HT6R
cyproheptadine	5HT7R
dacarbazine	6PGD
dacarbazine	DPOA2
danazol	ANDR
danazol	CCL2
danazol	ESR1
danazol	GNRHR
danazol	GNRR2
danazol	PRGR
dantrolene	RYR1
dantrolene	RYR3
dapsone	DYR
darifenacin	ACM1
darifenacin	ACM2
darifenacin	ACM3
darifenacin	ACM4
darifenacin	ACM5
dasatinib	ABL1
dasatinib	ABL2
dasatinib	BLK
dasatinib	EPHA2
dasatinib	FGR
dasatinib	FRK
dasatinib	FYN
dasatinib	HCK
dasatinib	KIT
dasatinib	LCK
dasatinib	LYN
dasatinib	PGFRB
dasatinib	SRC
dasatinib	SRMS
dasatinib	STA5B
dasatinib	YES
delavirdine	CP3A4
desipramine	ADA1A
desipramine	ADA1B
desipramine	ADA1D
desipramine	ADA2A
desipramine	ADA2B
desipramine	ADA2C
desipramine	ADRB1
desipramine	ADRB2
desipramine	ACM1
desipramine	ACM2
desipramine	ACM3
desipramine	ACM4
desipramine	ACM5
desipramine	DRD2
desipramine	HRH1
desipramine	5HT1A
desipramine	5HT2A
desipramine	5HT2C
desipramine	SC6A2
desipramine	SC6A4
desipramine	ASM
desloratadine	HRH1
desoximetasone	GCR
desoximetasone	PA21B
dexamethasone	ANXA1
dexamethasone	NOS2
dexamethasone	NR0B1
dexamethasone	GCR
dexamethasone	MCR
dexmedetomidine	ADA2A
dexmedetomidine	ADA2B
dexmedetomidine	ADA2C
dexrazoxane	TOP2A
dexrazoxane	TOP2B
diclofenac	AK1C3
diclofenac	LOX5
diclofenac	ASIC1
diclofenac	ASIC3
diclofenac	KCNQ2
diclofenac	KCNQ3
diclofenac	PA2GA
diclofenac	PPARG
diclofenac	PGH1
diclofenac	PGH2
diclofenac	SCN4A
didanosine	PNPH
diflunisal	PGH1
diflunisal	PGH2
digoxin	AT1A1
dihydroergotamine	ADA2A
dihydroergotamine	DRD2
dihydroergotamine	5HT1B
dihydroergotamine	5HT1D
dihydroergotamine	5HT1E
dihydroergotamine	5HT1F
dihydroergotamine	5HT2B
dihydroergotamine	5HT7R
diltiazem	CAC1C
diltiazem	CAC1S
diltiazem	CA2D1
diltiazem	CCG1
diltiazem	5HT3A
diltiazem	KCNA5
diphenhydramine	HRH1
dipyridamole	ADA
dipyridamole	PDE10
dipyridamole	PDE1A
dipyridamole	PDE1B
dipyridamole	PDE1C
dipyridamole	PDE2A
dipyridamole	PDE3A
dipyridamole	PDE3B
dipyridamole	PDE4A
dipyridamole	PDE4B
dipyridamole	PDE4C
dipyridamole	PDE4D
dipyridamole	PDE5A
dipyridamole	PDE6A
dipyridamole	PDE6B
dipyridamole	PDE6C
dipyridamole	PDE6D
dipyridamole	CNRG
dipyridamole	CNCG
dipyridamole	PDE7A
dipyridamole	PDE7B
dipyridamole	PDE8A
dipyridamole	PDE8B
dipyridamole	PDE9A
dipyridamole	S29A1
disopyramide	ACM1
disopyramide	ACM2
disopyramide	ACM3
disopyramide	KCND2
disopyramide	KCND3
disopyramide	KCNH2
disopyramide	SCN5A
disulfiram	ALDH2
disulfiram	DOPO
dobutamine	ADRB1
dobutamine	ADRB2
docetaxel	BCL2
docetaxel	MTAP2
docetaxel	MAP4
docetaxel	TAU
docetaxel	NR1I2
docetaxel	TBA1A
docetaxel	TBA1B
docetaxel	TBA1C
docetaxel	TBA3C
docetaxel	TUBA3D
docetaxel	TBA3E
docetaxel	TBA4A
docetaxel	TBB5
docetaxel	TBB1
docetaxel	TBB2A
docetaxel	TBB2B
docetaxel	TBB3
docetaxel	TBB4A
docetaxel	TBB4B
docetaxel	TBB6
docetaxel	TUBB8
dofetilide	KCNH1
dofetilide	KCNH2
dofetilide	KCJ12
dofetilide	KCNK2
dolasetron	5HT3A
domperidone	DRD2
domperidone	DRD3
donepezil	ACES
dopamine	DOPO
dopamine	DRD1
dopamine	DRD2
dopamine	DRD3
dopamine	DRD4
dopamine	DRD5
dopamine	5HT1A
dopamine	5HT7R
dopamine	SC6A2
dopamine	SC6A3
dopamine	SC6A4
doripenem	DPEP1
doxazosin	ADA1A
doxazosin	ADA1B
doxazosin	ADA1D
doxepin	HRH1
doxepin	SC6A2
doxepin	SC6A4
doxercalciferol	VDR
doxorubicin	TOP2A
doxycycline	MMP8
droperidol	ADA1A
droperidol	DRD2
droperidol	DRD3
droperidol	DRD4
droperidol	5HT2A
duloxetine	5HT2A
duloxetine	5HT2C
duloxetine	5HT6R
duloxetine	SC6A2
duloxetine	SC6A3
duloxetine	SC6A4
dutasteride	S5A1
dutasteride	S5A2
dutasteride	PORED
dyphylline	PDE4A
econazole	NPY1R
econazole	NPY2R
econazole	TRPM2
econazole	TRPV5
efavirenz	CP1A2
efavirenz	CP2B6
efavirenz	CP2CJ
efavirenz	CP2C9
efavirenz	CP2D6
efavirenz	CP3A4
eletriptan	5HT1A
eletriptan	5HT1B
eletriptan	5HT1D
eletriptan	5HT1E
eletriptan	5HT1F
eletriptan	5HT2B
eletriptan	5HT7R
entacapone	COMT
ephedrine	ACES
ephedrine	ADA1A
ephedrine	ADRB2
ephedrine	VMAT2
ephedrine	SC6A2
epinastine	HRH1
epinephrine	ADA1A
epinephrine	ADA1B
epinephrine	ADA1D
epinephrine	ADA2A
epinephrine	ADA2B
epinephrine	ADA2C
epinephrine	ADRB1
epinephrine	ADRB2
epinephrine	ADRB3
epinephrine	PH4H
epinephrine	TNFA
eplerenone	MCR
eprosartan	AGTR1
erlotinib	EGFR
erlotinib	NR1I2
erythromycin	MTLR
estradiol	ESR1
estradiol	ESR2
estradiol	GPER1
estradiol	KCMA1
estradiol	NR1I2
estramustine	ESR1
estramustine	ESR2
estramustine	MAP1A
estramustine	MTAP2
ethosuximide	CAC1G
ethosuximide	CAC1H
ethosuximide	CAC1I
etodolac	PGH2
etoposide	TOP2A
etoposide	TOP2B
etoricoxib	PGH2
everolimus	MTOR
exemestane	CP19A
ezetimibe	AMPN
ezetimibe	NPCL1
ezetimibe	SOAT1
famotidine	HRH2
felbamate	NMDZ1
felbamate	NMDE1
felbamate	NMDE2
felbamate	NMDE3
felbamate	NMDE4
felbamate	NMD3A
felbamate	NMD3B
felodipine	CFTR
fenofibrate	MMP25
fenofibrate	PPARA
fexofenadine	HRH1
finasteride	AK1D1
finasteride	S5A1
finasteride	S5A2
flavoxate	ACM1
flavoxate	ACM2
flecainide	KCNA5
flecainide	KCNA7
flecainide	SCN5A
fluconazole	CP51A
fludarabine	ADA
fludarabine	DCK
fludarabine	DPOLA
fludarabine	RIR1
fludarabine	RIR2
flumazenil	GBRA1
flumazenil	GBRA2
flumazenil	GBRA3
flumazenil	GBRA4
flumazenil	GBRA5
flumazenil	GBRA6
flumazenil	GBRB1
flumazenil	GBRB2
flumazenil	GBRB3
flumazenil	GBRD
flumazenil	GBRE
flumazenil	GBRG1
flumazenil	GBRG2
flumazenil	GBRG3
flumazenil	GBRP
flumazenil	GBRT
flunisolide	GCR
fluocinonide	GCR
fluocinonide	CBG
fluocinonide	SMO
fluorescein	S22A6
fluorometholone	GCR
fluoxetine	ANO1
fluoxetine	5HT2B
fluoxetine	SC6A4
fluphenazine	CALM
fluphenazine	DRD1
fluphenazine	DRD2
fluphenazine	DRD5
fluphenazine	HRH1
fluphenazine	5HT2A
fluphenazine	5HT6R
fluphenazine	5HT7R
flutamide	AHR
flutamide	ANDR
fluvastatin	HMDH
fluvoxamine	SC6A4
formoterol	ADRB2
fosinopril	ACE
fosphenytoin	SCN5A
frovatriptan	5HT1A
frovatriptan	5HT1B
frovatriptan	5HT1D
furosemide	CAH2
furosemide	GPR35
furosemide	S12A1
furosemide	S12A2
gabapentin	AA1R
gabapentin	CAC1A
gabapentin	CAC1B
gabapentin	CAC1C
gabapentin	CAC1D
gabapentin	CAC1E
gabapentin	CAC1F
gabapentin	CAC1G
gabapentin	CAC1H
gabapentin	CAC1I
gabapentin	CAC1S
gabapentin	CA2D1
gabapentin	CA2D2
gabapentin	CA2D3
gabapentin	CA2D4
gabapentin	CACB1
gabapentin	CACB2
gabapentin	CACB3
gabapentin	CACB4
gabapentin	CCG1
gabapentin	CCG2
gabapentin	CCG3
gabapentin	CCG4
gabapentin	CCG5
gabapentin	CCG6
gabapentin	CCG7
gabapentin	CCG8
gabapentin	NMDZ1
gabapentin	NMDE1
gabapentin	NMDE2
gabapentin	NMDE3
gabapentin	NMDE4
gabapentin	NMD3A
gabapentin	NMD3B
galantamine	ACES
galantamine	CHLE
galantamine	ACHA
galantamine	ACH10
galantamine	ACHA2
galantamine	ACHA3
galantamine	ACHA4
galantamine	ACHA5
galantamine	ACHA6
galantamine	ACHA7
galantamine	ACHA9
galantamine	CHRNB1
galantamine	ACHB2
galantamine	ACHB3
galantamine	ACHB4
galantamine	CHRND
galantamine	CHRNE
galantamine	CHRNG
gefitinib	EGFR
gemcitabine	KCY
gemcitabine	RIR1
gemcitabine	RIR2
gemcitabine	TYSY
gemfibrozil	LIPL
gemfibrozil	PPARA
gemfibrozil	SO1B1
gemfibrozil	SO1B3
gemfibrozil	SO2B1
glimepiride	ABCC8
glimepiride	KCNJ1
glimepiride	KCJ11
glipizide	ABCC8
glipizide	KCJ10
glipizide	KCJ11
glipizide	PPARG
granisetron	5HT3A
guanfacine	ADA2A
guanfacine	ADA2B
guanfacine	ADA2C
haloperidol	DRD1
haloperidol	DRD2
haloperidol	DRD3
haloperidol	DRD4
haloperidol	DRD5
haloperidol	NMDE2
haloperidol	HRH1
haloperidol	5HT1A
haloperidol	5HT1D
haloperidol	5HT2A
haloperidol	5HT2B
haloperidol	5HT7R
haloperidol	KCNH1
hydrochlorothiazide	CAH1
hydrochlorothiazide	CAH12
hydrochlorothiazide	CAH2
hydrochlorothiazide	CAH4
hydrochlorothiazide	CAH9
hydrochlorothiazide	KCMA1
hydrochlorothiazide	S12A3
hydroxychloroquine	TLR7
hydroxychloroquine	TLR9
hydroxyurea	RIR1
hydroxyurea	RIR2
hydroxyurea	RIR2B
hydroxyzine	HRH1
ibandronate	FPPS
idarubicin	TOP2A
ifosfamide	CP2A6
ifosfamide	CP2B6
ifosfamide	CP2CI
ifosfamide	CP2CJ
ifosfamide	CP2C8
ifosfamide	CP2C9
ifosfamide	CP3A4
ifosfamide	CP3A5
ifosfamide	CP3A7
ifosfamide	PGH1
iloprost	PD2R
iloprost	PE2R1
iloprost	PE2R2
iloprost	PE2R3
iloprost	PE2R4
iloprost	PF2R
iloprost	PI2R
iloprost	TA2R
imatinib	ABL1
imatinib	CSF1R
imatinib	DDR1
imatinib	KIT
imatinib	NTRK1
imatinib	PGFRA
imatinib	PGFRB
imatinib	O43519
imipramine	ADA1A
imipramine	ADA1B
imipramine	ADA1D
imipramine	ACM1
imipramine	ACM2
imipramine	ACM3
imipramine	ACM4
imipramine	ACM5
imipramine	DRD1
imipramine	DRD2
imipramine	DRD5
imipramine	HRH1
imipramine	5HT1A
imipramine	5HT2A
imipramine	5HT2C
imipramine	5HT6R
imipramine	5HT7R
imipramine	KCND2
imipramine	KCND3
imipramine	KCNH1
imipramine	KCNH2
imipramine	SC6A2
imipramine	SC6A3
imipramine	SC6A4
imiquimod	TLR7
imiquimod	TLR8
indapamide	CAH2
indapamide	5HT3A
indapamide	KCNQ1
indinavir	CP3A4
indinavir	CP3A5
indinavir	CP3A7
indomethacin	LGUL
indomethacin	PA2GA
indomethacin	PPARA
indomethacin	PPARG
indomethacin	PD2R2
indomethacin	PTGR2
indomethacin	PGH1
indomethacin	PGH2
indomethacin	SLC46A1
irbesartan	AGTR1
irbesartan	JUN
irbesartan	NTCP
irinotecan	TOP1
irinotecan	TOP1M
isoflurane	GBRA1
isoflurane	GBRA2
isoflurane	GBRA3
isoflurane	GBRA4
isoflurane	GBRA5
isoflurane	GBRA6
isoflurane	GBRB1
isoflurane	GBRB2
isoflurane	GBRB3
isoflurane	GBRD
isoflurane	GBRE
isoflurane	GBRG1
isoflurane	GBRG2
isoflurane	GBRG3
isoflurane	GBRP
isoflurane	GBRT
isoflurane	GLRA1
isoflurane	GLRB
isoflurane	KCNK10
isoflurane	KCNK18
isoflurane	KCNK2
isoflurane	KCNK3
isoflurane	KCNK9
isoniazid	CP1A2
isoniazid	CP2CJ
isoniazid	CP2C8
isoniazid	CP2E1
isoniazid	CP3A4
isradipine	CAC1D
isradipine	CAC1F
isradipine	CA2D1
ivermectin	ACHA7
ivermectin	P2RX7
ixabepilone	TBB5
ketoconazole	KCA10
ketoprofen	PGH1
ketoprofen	PGH2
ketoprofen	SLC5A8
ketorolac	PGH1
ketorolac	PGH2
ketotifen	HRH1
labetalol	ADA1D
labetalol	ADRB1
labetalol	ADRB2
lamotrigine	SCNAA
lamotrigine	SCNBA
lamotrigine	SCN1A
lamotrigine	SCN2A
lamotrigine	SCN3A
lamotrigine	SCN4A
lamotrigine	SCN5A
lamotrigine	SCN7A
lamotrigine	SCN8A
lamotrigine	SCN9A
lansoprazole	ATP4A
lansoprazole	ATP4B
lapatinib	EGFR
lapatinib	ERBB2
latanoprost	PF2R
leflunomide	AHR
leflunomide	PYRD
leflunomide	FAK2
lenalidomide	TNFA
letrozole	CP19A
levetiracetam	CAC1B
levetiracetam	SCN1A
levetiracetam	SV2A
levobunolol	ADRB1
levobunolol	ADRB2
levobunolol	ADRB3
levocabastine	HRH1
levocabastine	NTR2
levonorgestrel	PRGR
lidocaine	EGFR
lidocaine	SCNAA
lidocaine	SCN5A
lidocaine	SCN9A
